Name;B1;B11;B12;B2;B3;B4;B5;B6;B7;B8;B8A;B9;real;ppn;svm;tree;lr;forest;knn;ac;k_means
pin_250;0.0091;0.0051;0.0033;0.0048;0.0063;0.006;0.0058;0.0037;0.0043;0.0038;0.0033;0.0031;2;2;2;2;2;2;2;10;10
pin_743;0.0481;0.2802;0.2662;0.0659;0.096;0.1142;0.212;0.2563;0.2642;0.2656;0.285;0.226;5;5;5;5;5;5;5;5;5
pin_264;0.0091;0.0051;0.0048;0.0073;0.0068;0.0066;0.0049;0.002;0.0032;0.0035;0.0045;0.0036;2;2;2;2;2;2;2;10;10
pin_530;0.018;0.1488;0.0699;0.0196;0.052;0.0256;0.0845;0.2401;0.2585;0.31;0.2787;0.3084;4;4;4;4;4;4;4;4;4
pin_1035;0.051;0.2017;0.1594;0.0585;0.0786;0.133;0.1456;0.1942;0.2099;0.2008;0.2044;0.254;9;9;9;9;9;9;9;9;9
pin_272;0.0093;0.0048;0.0021;0.0065;0.0059;0.0053;0.0052;0.0034;0.0041;0.0033;0.0045;0.0031;2;2;2;2;2;2;2;10;10
pin_884;0.0221;0.3997;0.3033;0.0265;0.0363;0.0733;0.0909;0.1132;0.1349;0.17;0.1819;0.1883;6;6;6;6;6;6;6;6;6
pin_788;0.0246;0.4249;0.3292;0.0297;0.0426;0.0832;0.1037;0.1246;0.1497;0.188;0.2019;0.2027;6;6;6;6;6;6;6;6;6
pin_123;0.1391;0.2664;0.2704;0.1424;0.1766;0.1998;0.2258;0.2225;0.2229;0.2128;0.2114;0.2479;1;1;1;1;1;1;1;1;1
pin_1258;0.0118;0.0045;0.0033;0.0062;0.0072;0.0084;0.0075;0.0037;0.0043;0.0048;0.0052;0.0021;10;6;10;10;10;10;10;10;10
pin_1273;0.0115;0.0035;0.0029;0.0065;0.006;0.0062;0.0072;0.0037;0.0042;0.005;0.0038;0.0045;10;6;10;10;10;10;10;10;10
pin_17;0.0862;0.24;0.2547;0.188;0.2054;0.2272;0.2292;0.2243;0.2187;0.2344;0.2126;0.239;1;1;1;1;1;1;1;5;1
pin_790;0.0246;0.4268;0.3299;0.0286;0.0422;0.0818;0.1018;0.1247;0.1448;0.1854;0.2016;0.2027;6;6;6;6;6;6;6;6;6
pin_1198;0.0119;0.0038;0.0016;0.0054;0.006;0.0078;0.0071;0.0042;0.0043;0.0046;0.0028;0.0032;10;6;10;10;10;10;10;10;10
pin_1165;0.0114;0.0041;0.0019;0.005;0.0061;0.0069;0.0067;0.003;0.0045;0.0046;0.004;0.0031;10;6;10;10;10;10;10;10;10
pin_835;0.0221;0.3945;0.3136;0.0276;0.0376;0.0756;0.0975;0.1124;0.1403;0.1754;0.1905;0.1883;6;6;6;6;6;6;6;6;6
pin_580;0.018;0.1443;0.0624;0.0117;0.0412;0.0177;0.0943;0.2615;0.292;0.2706;0.3152;0.3038;4;4;4;4;4;4;4;4;4
pin_1157;0.012;0.0034;0.0034;0.0044;0.0063;0.0069;0.0065;0.0033;0.0038;0.0061;0.0024;0.0029;10;6;10;10;10;10;10;10;10
pin_352;0.0246;0.1534;0.0933;0.0227;0.0416;0.0373;0.0796;0.1474;0.1642;0.1858;0.1846;0.1799;3;3;3;3;3;3;3;3;3
pin_360;0.0214;0.1381;0.085;0.0215;0.0378;0.0358;0.0722;0.1318;0.1495;0.149;0.1672;0.1729;3;3;3;3;3;3;3;3;3
pin_1150;0.038;0.2265;0.1567;0.0456;0.0742;0.0598;0.1403;0.2712;0.3149;0.3638;0.3272;0.3112;9;4;9;9;9;9;9;4;4
pin_428;0.0215;0.139;0.0811;0.0228;0.0398;0.0361;0.0721;0.1413;0.159;0.175;0.1799;0.1761;3;3;3;3;3;3;3;3;3
pin_443;0.0215;0.1292;0.0733;0.0195;0.0345;0.0319;0.0694;0.1361;0.1536;0.1694;0.1743;0.1761;3;3;3;3;3;3;3;3;3
pin_98;0.1611;0.3155;0.3086;0.2388;0.2822;0.29;0.2824;0.2949;0.2987;0.3248;0.2985;0.26;1;1;1;1;1;1;1;1;1
pin_1057;0.0522;0.1922;0.1371;0.0407;0.0621;0.0581;0.1402;0.2191;0.251;0.2118;0.2489;0.2595;9;9;9;9;9;9;9;9;9
pin_878;0.0233;0.4019;0.3073;0.0276;0.0399;0.077;0.0942;0.1171;0.1392;0.1726;0.1857;0.1978;6;6;6;6;6;6;6;6;6
pin_1133;0.0536;0.1853;0.143;0.0535;0.0756;0.084;0.1097;0.1696;0.19;0.2036;0.2047;0.2921;9;9;9;9;9;9;9;9;9
pin_197;0.0094;0.005;0.0044;0.0062;0.0054;0.0056;0.0057;0.0034;0.0045;0.0036;0.0046;0.0052;2;2;2;2;2;2;2;10;10
pin_394;0.0214;0.1339;0.0749;0.0201;0.0337;0.0313;0.0691;0.1394;0.1546;0.166;0.1738;0.1729;3;3;3;3;3;3;3;3;3
pin_184;0.0088;0.0047;0.0044;0.0094;0.0057;0.0057;0.0061;0.0032;0.0034;0.0038;0.004;0.003;2;2;2;2;2;2;2;10;10
pin_1263;0.012;0.0042;0.0023;0.0058;0.0066;0.007;0.0072;0.005;0.0035;0.0053;0.0047;0.0017;10;6;10;10;10;10;10;10;10
pin_423;0.026;0.1308;0.0769;0.0218;0.0398;0.0323;0.0718;0.1401;0.1587;0.182;0.1778;0.178;3;3;3;3;3;3;3;3;3
pin_572;0.018;0.1443;0.0624;0.0159;0.048;0.0189;0.0943;0.2615;0.292;0.3132;0.3152;0.3038;4;4;4;4;4;4;4;4;4
pin_754;0.0246;0.4284;0.3309;0.0299;0.0434;0.0846;0.1073;0.1266;0.1495;0.1876;0.2075;0.2027;6;6;6;6;6;6;6;6;6
pin_714;0.0627;0.2955;0.2589;0.0962;0.1396;0.162;0.2013;0.2588;0.2669;0.3044;0.2801;0.268;5;5;5;5;5;5;5;5;5
pin_1199;0.0119;0.0038;0.0016;0.0054;0.006;0.0078;0.0071;0.0042;0.0043;0.0046;0.0028;0.0032;10;6;10;10;10;10;10;10;10
pin_176;0.0088;0.005;0.0046;0.0057;0.006;0.0063;0.0062;0.0033;0.0034;0.0037;0.0039;0.003;2;2;2;2;2;2;2;10;10
pin_635;0.06;0.3616;0.3545;0.1456;0.1936;0.2502;0.2795;0.308;0.3028;0.3142;0.3178;0.1845;5;5;5;5;5;5;5;5;5
pin_82;0.1395;0.2558;0.2236;0.131;0.176;0.1848;0.2029;0.2278;0.2342;0.2722;0.2435;0.2411;1;1;1;1;1;1;1;1;1
pin_268;0.0093;0.0063;0.004;0.0072;0.0055;0.0056;0.0048;0.0024;0.0029;0.004;0.0038;0.0031;2;2;2;2;2;2;2;10;10
pin_78;0.1395;0.2956;0.284;0.1516;0.1674;0.2126;0.2669;0.2756;0.2502;0.2326;0.2687;0.2411;1;1;1;1;1;1;1;1;1
pin_898;0.0211;0.382;0.2983;0.0259;0.0361;0.0738;0.0873;0.1054;0.1285;0.159;0.1739;0.179;6;6;6;6;6;6;6;6;6
pin_444;0.0215;0.1344;0.077;0.021;0.036;0.0328;0.0722;0.1427;0.1639;0.1688;0.183;0.1761;3;3;3;3;3;3;3;3;3
pin_885;0.0221;0.3873;0.3008;0.025;0.0335;0.0682;0.0898;0.111;0.1342;0.1634;0.1847;0.1883;6;6;6;6;6;6;6;6;6
pin_819;0.0234;0.3833;0.3146;0.0254;0.0384;0.0722;0.0944;0.1122;0.1373;0.1704;0.1822;0.1841;6;6;6;6;6;6;6;6;6
pin_903;0.0414;0.0916;0.0866;0.0229;0.0222;0.0296;0.045;0.0581;0.0578;0.044;0.0716;0.1125;7;7;7;7;7;7;7;3;7
pin_575;0.018;0.1362;0.0628;0.0138;0.0433;0.0164;0.0854;0.2404;0.2717;0.264;0.2894;0.3038;4;4;4;4;4;4;4;4;4
pin_1073;0.0485;0.1612;0.1219;0.0433;0.0562;0.0521;0.1103;0.1712;0.1934;0.2282;0.2214;0.2834;9;9;9;9;9;9;9;9;9
pin_1020;0.0583;0.2051;0.1607;0.0547;0.0791;0.0832;0.1361;0.2036;0.2164;0.2742;0.252;0.2661;9;9;9;9;9;9;9;9;9
pin_89;0.1092;0.2731;0.2087;0.1112;0.1334;0.1562;0.174;0.2333;0.2472;0.258;0.2659;0.2538;1;1;1;1;1;1;1;1;5
pin_521;0.018;0.1667;0.0797;0.0179;0.0422;0.0187;0.0948;0.2662;0.3193;0.301;0.341;0.3156;4;4;4;4;4;4;4;4;4
pin_734;0.0363;0.2586;0.2163;0.1004;0.1392;0.1584;0.1752;0.2413;0.2455;0.288;0.2659;0.225;5;5;5;5;5;5;5;5;5
pin_936;0.0511;0.0856;0.0792;0.0426;0.039;0.0532;0.0618;0.0612;0.0587;0.0574;0.0622;0.1019;7;7;7;7;7;7;7;3;7
pin_501;0.018;0.148;0.0691;0.0146;0.0482;0.0185;0.0987;0.2589;0.2839;0.3138;0.3181;0.3038;4;4;4;4;4;4;4;4;4
pin_1104;0.0507;0.2318;0.1723;0.0462;0.0786;0.1054;0.1465;0.2802;0.3101;0.3624;0.3257;0.3118;9;9;9;9;9;9;9;4;4
